company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
/organization/mixer-labs,Mixer Labs,|Search|,Search,USA,CA,SF Bay Area,San Mateo,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,2009-12-23T00:00:00,2009-12,2009-Q4,2009,"5,200,000",USD
/organization/mixmygranola,MixMyGranola,|Curated Web|,Curated Web,USA,FL,Miami,Miami,/organization/elementbars-com,ElementBars.com,|Mass Customization|None|,None,USA,IL,Chicago,Chicago,2012-03-22T00:00:00,2012-03,2012-Q1,2012,,USD
/organization/mixx,Mixx,|Web Tools|Social Bookmarking|Social Media|Curated Web|,Curated Web,USA,VA,Washington D.C.,Mclean,/organization/ubermedia,UberMedia,|Ad Targeting|Apps|Location Based Services|Social Media|Advertising|,Ad Targeting,USA,CA,Los Angeles,Pasadena,2011-01-01T00:00:00,2011-01,2011-Q1,2011,,USD
/organization/miyowa,Miyowa,|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/synchronoss-technologies,Synchronoss Technologies,|Technology|Software|,Technology,USA,NJ,Newark,Bridgewater,2012-01-05T00:00:00,2012-01,2012-Q1,2012,"59,000,000",USD
/organization/mob-science,Mob Science,|Games|,Games,USA,CA,San Diego,Carlsbad,/organization/social-gaming-network,SGN (Social Gaming Network),|Social Media|Games|,Games,USA,CA,Los Angeles,Beverly Hills,2013-06-13T00:00:00,2013-06,2013-Q2,2013,,USD
/organization/mob-ly,Mob.ly,|Location Based Services|MicroBlogging|Social Search|Reviews and Recommendations|Mobile|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/groupon,Groupon,|Advertising|Retail|Discounts|Craigslist Killers|Curated Web|,Advertising,USA,IL,Chicago,Chicago,2010-05-05T00:00:00,2010-05,2010-Q2,2010,,USD
/organization/mobclix,Mobclix,|Startups|Mobile|Gps|Android|Consumer Electronics|Analytics|iPhone|Advertising|,Startups,USA,CA,SF Bay Area,Palo Alto,/organization/velti,Velti,|App Marketing|Mobile|,App Marketing,USA,CA,SF Bay Area,San Francisco,2010-09-30T00:00:00,2010-09,2010-Q3,2010,,USD
/organization/mobiata,Mobiata,|Aerospace|In-Flight Entertainment|iPhone|Travel|Software|,In-Flight Entertainment,USA,MI,Detroit,Ann Arbor,/organization/expedia,Expedia,|Transportation|Ticketing|Hotels|Travel|Curated Web|,Curated Web,USA,WA,Omaha,Bellevue,2010-11-18T00:00:00,2010-11,2010-Q4,2010,,USD
/organization/mobicious,Mobicious,|Mobile|,Mobile,USA,MA,Boston,Needham,/organization/snapone-inc,SnapOne,|Cloud Management|Information Security|Data Security|Cloud Security|Telecommunications|Cloud Data Services|Mobile Security|,Mobile Security,USA,NJ,Newark,Princeton,2010-08-04T00:00:00,2010-08,2010-Q3,2010,,USD
/organization/mobile-armor,Mobile Armor,|Security|,Security,USA,MO,St. Louis,St Louis,/organization/trend-micro,Trend Micro,|IT and Cybersecurity|Virtualization|Cloud Security|Security|,Security,IND,,New Delhi,New Delhi,2010-12-01T00:00:00,2010-12,2010-Q4,2010,,USD
/organization/mobile-automation-2,Mobile Automation,|Enterprise Software|,Enterprise Software,USA,CA,Los Angeles,Westlake Village,/organization/ipass,iPass,|Technology|Enterprise Software|,Technology,USA,CA,SF Bay Area,Redwood Shores,2004-10-26T00:00:00,2004-10,2004-Q4,2004,"20,000,000",USD
/organization/mobile-theory,Mobile Theory,|Brand Marketing|Ad Targeting|Wireless|Apps|Publishing|Sales and Marketing|Services|Advertising|Mobile|,Brand Marketing,USA,CA,Los Angeles,Venice,/organization/opera-software,Opera Software,|Software|,Software,NOR,,Oslo,Oslo,2012-02-15T00:00:00,2012-02,2012-Q1,2012,,USD
/organization/mobile-worx,mobile-worx,|App Marketing|Advertising|Mobile|,App Marketing,USA,CA,Los Angeles,Gardena,/organization/komli-media,Komli Media,|Analytics|Media|Advertising|,Advertising,IND,,Mumbai,Mumbai,2011-07-19T00:00:00,2011-07,2011-Q3,2011,,USD
/organization/mobileaccess-networks,MobileAccess Networks,|Mobile|,Mobile,USA,VA,Washington D.C.,Vienna,/organization/corning,Corning,|Utilities|Manufacturing|,Utilities,USA,NY,Elmira,Corning,2011-01-31T00:00:00,2011-01,2011-Q1,2011,"200,000,000",USD
/organization/mobiledevhq,MobileDevHQ,|Internet Marketing|Finance|Analytics|,Internet Marketing,USA,WA,Seattle,Seattle,/organization/hasoffers,Tune,|App Marketing|Performance Marketing|Data Visualization|Analytics|Advertising|Mobile|,App Marketing,USA,WA,Seattle,Seattle,2014-08-04T00:00:00,2014-08,2014-Q3,2014,,USD
/organization/mobilemd,MobileMD,|Electronic Health Records|Health and Wellness|,Electronic Health Records,USA,PA,Philadelphia,Warminster,/organization/siemens-healthcare,Siemens Healthcare,|Health Care|,Health Care,USA,PA,Philadelphia,Malvern,2011-11-04T00:00:00,2011-11,2011-Q4,2011,,USD
/organization/mobilerobots,MobileRobots,|Mobile|,Mobile,USA,NH,Worcester,Amherst,/organization/adept-technology,Adept Technology,|Automotive|,Automotive,USA,CA,SF Bay Area,Pleasanton,2010-06-14T00:00:00,2010-06,2010-Q2,2010,,USD
/organization/mobilespan,MobileSpan,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,/organization/dropbox,Dropbox,|Storage|Web Hosting|,Storage,USA,CA,SF Bay Area,San Francisco,2014-06-10T00:00:00,2014-06,2014-Q2,2014,,USD
/organization/mobilisafe,Mobilisafe,|Security|Mobile|,Security,USA,WA,Seattle,Seattle,/organization/rapid7,Rapid7,|Software|,Software,USA,MA,Boston,Boston,2012-10-09T00:00:00,2012-10,2012-Q4,2012,,USD
/organization/mobillcash,Mobillcash,|Payments|SMS|Mobile|,Payments,USA,CA,SF Bay Area,San Francisco,/organization/boku,BOKU,|Mobile Payments|Mobile|,Mobile,DEU,,Munich,Munich,2009-06-01T00:00:00,2009-06,2009-Q2,2009,,USD
/organization/mobitrac,MOBITRAC,|Software|,Software,USA,IL,Chicago,Chicago,/organization/fluensee,TrackX,|Enterprise Software|,Enterprise Software,,,,,2006-09-18T00:00:00,2006-09,2006-Q3,2006,,USD
/organization/mobius-microsystems,Mobius Microsystems,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Sunnyvale,/organization/idt,IDT,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,2010-01-14T00:00:00,2010-01,2010-Q1,2010,,USD
/organization/mobius-semiconductor,Mobius Semiconductor,|Semiconductors|,Semiconductors,USA,CA,Anaheim,Irvine,/organization/entropic,Entropic,|Semiconductors|,Semiconductors,USA,CA,San Diego,San Diego,2013-06-06T00:00:00,2013-06,2013-Q2,2013,"13,000,000",USD
/organization/mobivity,Mobivity,|Messaging|SMS|App Marketing|Mobile|,Mobile,USA,AZ,Phoenix,Chandler,/organization/commercetel,CommerceTel,,,USA,CA,San Diego,San Diego,2011-04-12T00:00:00,2011-04,2011-Q2,2011,,USD
/organization/mobixell,Mobixell Networks,|Mobile|,Mobile,USA,CA,SF Bay Area,San Jose,/organization/flash-networks,Flash Networks,|Internet|Mobile|,Internet,ISR,,Tel Aviv,Herzliya,2014-01-07T00:00:00,2014-01,2014-Q1,2014,"15,000,000",USD
/organization/mob-manager,MobManager,|Group Buying|Coupons|Software|,Group Buying,USA,IL,Chicago,Chicago,/organization/constant-contact,Constant Contact,|Advertising|Email|Event Management|Internet Marketing|Email Marketing|Social Media Marketing|Messaging|,Advertising,,,,,2012-02-28T00:00:00,2012-02,2012-Q1,2012,,USD
/organization/mobotap,MoboTap,|Cloud Computing|Mobile|,Cloud Computing,USA,CA,SF Bay Area,San Francisco,/organization/changyou,ChangYou,|Software|Games|,Software,CHN,,Beijing,Shijingshan,2014-07-18T00:00:00,2014-07,2014-Q3,2014,"91,000,000",USD
/organization/mobsmith,MobSmith,|Advertising|,Advertising,USA,CA,California,Playa Vista,/organization/rubiconproject,Rubicon Project,|Software|Media|Optimization|Advertising|,Software,USA,CA,California,Playa Vista,2012-05-23T00:00:00,2012-05,2012-Q2,2012,,USD
/organization/mobspire,Mobspire,|Publishing|Android|iOS|Web Development|Media|Mobile Advertising|Mobile|Advertising|,Advertising,USA,CA,SF Bay Area,Mountain View,/organization/aarki,Aarki,|Advertising|,Advertising,,,,,2012-10-01T00:00:00,2012-10,2012-Q4,2012,,USD
/organization/mobui,Mobui,|Brand Marketing|Mobile|,Mobile,USA,WA,Seattle,Redmond,/organization/teleca,Teleca,|Software|,Software,SWE,,Malmo,MalmÌ__,2010-03-01T00:00:00,2010-03,2010-Q1,2010,,USD
/organization/mocean-mobile,Mocean Mobile,|Monetization|Software|Apps|Advertising|,Advertising,USA,NY,New York City,New York,/organization/pubmatic,PubMatic,|Advertising|,Advertising,USA,CA,SF Bay Area,Redwood City,2014-05-19T00:00:00,2014-05,2014-Q2,2014,"15,500,000",USD
/organization/mochimedia,Mochi Media,|Games|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/shanda-games,Shanda Games,|Business Services|Games|,Business Services,CHN,,Shanghai,Shanghai,2010-01-11T00:00:00,2010-01,2010-Q1,2010,"80,000,000",USD
/organization/modality,Modality,|Hardware + Software|,Hardware + Software,USA,NC,Raleigh-Durham,Durham,/organization/epocrates,Epocrates,|Mobile|Health Care|Health and Wellness|Software|,Mobile,USA,CA,SF Bay Area,San Mateo,2010-11-17T00:00:00,2010-11,2010-Q4,2010,"13,750,000",USD
/organization/model-metrics,Model Metrics,|CRM|Software|,Software,USA,IL,Chicago,Chicago,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Software,USA,CA,SF Bay Area,San Francisco,2011-11-14T00:00:00,2011-11,2011-Q4,2011,,USD
/organization/modemmedia,Modem Media,|Curated Web|,Curated Web,USA,CT,Hartford,Norwalk,/organization/digitaslbi,DigitasLBi,|Curated Web|,Curated Web,USA,MA,Boston,Boston,2004-10-01T00:00:00,2004-10,2004-Q4,2004,"200,000,000",USD
/organization/modern-feed,Modern Feed,|Games|,Games,USA,CA,Los Angeles,Los Angeles,/organization/clicker,Clicker,|Jewelry|Guides|Entertainment|Television|Video|Games|,Video,USA,CA,Los Angeles,Los Angeles,1987-06-16T00:00:00,1987-06,1987-Q2,1987,,JPY
/organization/modern-medical,Modern Medical,|Hospitality|,Hospitality,USA,OH,"Columbus, Ohio",Lewis Center,/organization/healthcare-solutions,Healthcare Solutions,|Health and Wellness|,Health and Wellness,USA,GA,Atlanta,Duluth,2013-09-23T00:00:00,2013-09,2013-Q3,2013,,USD
/organization/modiv-media,Modiv Media,|Public Relations|,Public Relations,USA,MA,Boston,Quincy,/organization/catalina-marketing,Catalina Marketing,|Advertising|,Advertising,USA,FL,Tampa,St. Petersburg,2012-04-30T00:00:00,2012-04,2012-Q2,2012,,USD
/organization/mog,MOG,|Internet Radio Market|Music|,Music,USA,CA,SF Bay Area,Berkeley,/organization/beats-by-dr-dre,Beats Electronics,|Hardware|Music|,Hardware,USA,CA,Los Angeles,Santa Monica,2012-07-02T00:00:00,2012-07,2012-Q3,2012,,USD
/organization/mogad,Mogad,|Facebook Applications|Networking|Messaging|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,San Francisco,/organization/iskoot,iSkoot,|Mobile|,Mobile,USA,CA,SF Bay Area,San Francisco,2008-09-04T00:00:00,2008-09,2008-Q3,2008,,USD
/organization/mogreet,Mogreet,|Sales and Marketing|Wireless|Advertising|SMS|Messaging|App Marketing|Mobile|,Advertising,USA,CA,Los Angeles,Venice,/organization/payvia,payvia,|Payments|Internet|Mobile Commerce|Mobile Payments|Mobile|,Payments,USA,CA,Los Angeles,Los Angeles,2013-05-20T00:00:00,2013-05,2013-Q2,2013,,USD
/organization/molecular-devices,Molecular Devices,|Software|Systems|Biotechnology|,Systems,USA,CA,SF Bay Area,Sunnyvale,/organization/mds,MDS Analytical Technologies,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Sunnyvale,2007-03-19T00:00:00,2007-03,2007-Q1,2007,"615,000,000",USD
/organization/molecular-therapeutics,Molecular Therapeutics,|Biotechnology|,Biotechnology,USA,MI,Detroit,Ann Arbor,/organization/charles-river-laboratories-international,Charles River Laboratories International,|Biotechnology|,Biotechnology,USA,MA,"Wilmington, DE",Wilmington,2008-09-15T00:00:00,2008-09,2008-Q3,2008,"12,400,000",USD
/organization/mondowave,Mondowave,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Mountain View,/organization/leadis-technology,Leadis Technology,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Sunnyvale,2007-03-02T00:00:00,2007-03,2007-Q1,2007,,USD
/organization/moneyreef,MoneyReef,|Mobile|,Mobile,USA,UT,Salt Lake City,Provo,/organization/moneydesktop,MoneyDesktop,|Finance|,Finance,USA,UT,Salt Lake City,Provo,2012-04-27T00:00:00,2012-04,2012-Q2,2012,,USD
/organization/moneyreef,MoneyReef,|Mobile|,Mobile,USA,UT,Salt Lake City,Provo,/organization/moneydesktop,MoneyDesktop,|Finance|,Finance,USA,UT,Salt Lake City,Provo,2012-08-01T00:00:00,2012-08,2012-Q3,2012,,USD
/organization/mongo-machine,Mongo Machine,|Web Hosting|,Web Hosting,USA,CO,Denver,Denver,/organization/mongohq,MongoHQ,|Networking|Cloud Computing|Databases|Web Hosting|,Networking,USA,CA,SF Bay Area,Mountain View,2011-07-28T00:00:00,2011-07,2011-Q3,2011,,USD
/organization/mongo-machine,Mongo Machine,|Web Hosting|,Web Hosting,USA,CO,Denver,Denver,/organization/mongohq,MongoHQ,|Networking|Cloud Computing|Databases|Web Hosting|,Networking,USA,CA,SF Bay Area,Mountain View,2011-07-28T00:00:00,2011-07,2011-Q3,2011,,USD
/organization/moniker,Moniker,|Domains|Web Hosting|,Domains,USA,FL,Ft. Lauderdale,Pompano Beach,/organization/oversee,Oversee,|Lead Generation|Advertising|,Lead Generation,USA,CA,Los Angeles,Los Angeles,2009-01-03T00:00:00,2009-01,2009-Q1,2009,"65,000,000",USD
/organization/moniker,Moniker,|Domains|Web Hosting|,Domains,USA,FL,Ft. Lauderdale,Pompano Beach,/organization/keydrive,KeyDrive,|Web Hosting|,Web Hosting,LUX,,Luxembourg,Luxemburg,2012-02-08T00:00:00,2012-02,2012-Q1,2012,,USD
/organization/monitronics-international,Monitronics International,|None|,None,USA,TX,Atlanta,Dallas,/organization/ascent-media-corporation,Ascent Media Corporation,|Advertising|,Advertising,USA,CA,Los Angeles,Santa Monica,2010-12-17T00:00:00,2010-12,2010-Q4,2010,,USD
/organization/monogram-biosciences,Monogram Biosciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/labcorp,LabCorp,|Biotechnology|,Biotechnology,USA,NC,Boston,Burlington,2009-08-05T00:00:00,2009-08,2009-Q3,2009,"107,000,000",USD
/organization/monoprice,monoprice,|E-Commerce|,E-Commerce,USA,CA,Ontario - Inland Empire,Rancho Cucamonga,/organization/blucora,Blucora,|Internet|,Internet,USA,WA,Omaha,Bellevue,2013-08-01T00:00:00,2013-08,2013-Q3,2013,"180,000,000",USD
/organization/monosol,MonoSol,|Enterprise Software|,Enterprise Software,USA,IN,Merrillville,Merrillville,/organization/kuraray,Kuraray,,,JPN,,Tokyo,Tokyo,2012-05-22T00:00:00,2012-05,2012-Q2,2012,,USD
/organization/monsoon-commerce,Monsoon Commerce,|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,Emeryville,/organization/alibris,Alibris,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Emeryville,2010-02-24T00:00:00,2010-02,2010-Q1,2010,,USD
/organization/monsoon-commerce,Monsoon Commerce,|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,Emeryville,/organization/monsoon-commerce,Monsoon Commerce,|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,Emeryville,2011-04-04T00:00:00,2011-04,2011-Q2,2011,,USD
/organization/montalvo-systems,Montalvo Systems,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/sun-microsystems,Sun Microsystems,|Software|Hardware|Computers|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,2008-05-02T00:00:00,2008-05,2008-Q2,2008,,USD
/organization/montavista,MontaVista Software,|Software|,Software,USA,CA,SF Bay Area,Santa Clara,/organization/cavium-networks,Cavium,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,2009-11-10T00:00:00,2009-11,2009-Q4,2009,"50,000,000",USD
/organization/monticello-software-incorporated,Monticello Software Incorporated,|Software|,Software,USA,VA,Virginia,Mineral,/organization/satori-software,Satori Software,|Software|,Software,USA,WA,Seattle,Seattle,2012-12-05T00:00:00,2012-12,2012-Q4,2012,,USD
/organization/moodlerooms,Moodlerooms,|Education|,Education,USA,MD,Baltimore,Baltimore,/organization/blackboard,Blackboard,|Software|,Software,USA,DC,Washington D.C.,Washington,2012-03-26T00:00:00,2012-03,2012-Q1,2012,,USD
/organization/moonpig-com,Moonpig.com,|E-Commerce|,E-Commerce,USA,NJ,Newark,Mahwah,/organization/photobox,PhotoBox,|Photography|E-Commerce|,Photography,GBR,,London,London,2011-07-25T00:00:00,2011-07,2011-Q3,2011,,USD
/organization/moonshark,Moonshark,|Entertainment|Games|,Entertainment,USA,CA,Los Angeles,Los Angeles,/organization/hitcents-com,Hitcents.com,|Games|,Games,USA,KY,Louisville,Bowling Green,2014-08-22T00:00:00,2014-08,2014-Q3,2014,,USD
/organization/moosify,moosify,|Social Network Media|Location Based Services|Online Dating|Music|Mobile|,Social Network Media,USA,CA,Los Angeles,West Hollywood,/organization/tastebuds-fm,Tastebuds,|Online Dating|Music|,Music,GBR,,London,London,2014-08-26T00:00:00,2014-08,2014-Q3,2014,,USD
/organization/moowee,MooWee,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Sunnyvale,/organization/xoriant,Xoriant,|Social Media|Facebook Applications|Mobile|Cloud Computing|Consulting|,Social Media,USA,CA,SF Bay Area,Sunnyvale,2010-11-30T00:00:00,2010-11,2010-Q4,2010,,USD
/organization/mophie,Mophie,|Hardware + Software|,Hardware + Software,USA,CA,"Orange County, California",Tustin,/organization/kluster,Kluster,|Collaboration|Crowdsourcing|Curated Web|,Curated Web,USA,NY,New York City,New York,2007-09-04T00:00:00,2007-09,2007-Q3,2007,,USD
/organization/mopub,MoPub,|Mobile Advertising|Advertising|Mobile|,Mobile Advertising,USA,CA,SF Bay Area,San Francisco,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,2013-09-09T00:00:00,2013-09,2013-Q3,2013,"350,000,000",USD
/organization/moremagic-solutions,MoreMagic Solutions,|Finance|,Finance,USA,MA,Boston,Newton,/organization/oberthur-technologies,Oberthur Technologies,,,FRA,,Franche-Comte,,2012-02-28T00:00:00,2012-02,2012-Q1,2012,,USD
/organization/morta-security,Morta Security,|Security|,Security,USA,CA,SF Bay Area,Palo Alto,/organization/palo-alto-networks,Palo Alto Networks,|Communications Hardware|Network Security|Security|,Communications Hardware,USA,CA,SF Bay Area,Santa Clara,2014-01-06T00:00:00,2014-01,2014-Q1,2014,,USD
/organization/mortgage-cadence-2,Mortgage Cadence,|Real Estate|,Real Estate,USA,CO,Denver,Denver,/organization/accenture,Accenture,|Business Services|Outsourcing|Consulting|,Business Services,USA,CA,San Diego,San Diego,2013-08-01T00:00:00,2013-08,2013-Q3,2013,,USD
/organization/mortgage-u,Mortgage U,|Education|,Education,USA,MI,Detroit,Farmington Hills,/organization/indecomm-global-services,Indecomm Global Services,|Enterprise Software|,Enterprise Software,USA,NJ,Newark,Edison,2013-05-20T00:00:00,2013-05,2013-Q2,2013,,USD
/organization/mortgageceo,MortgageCEO,|SaaS|Lead Generation|Email Marketing|Finance|Search|,Email Marketing,USA,MA,Worcester,Worcester,/organization/ellie-mae,Ellie Mae,,,USA,CA,SF Bay Area,Pleasanton,2013-10-31T00:00:00,2013-10,2013-Q4,2013,,USD
/organization/motally,Motally,|Wireless|Mobile|,Wireless,USA,CA,SF Bay Area,San Francisco,/organization/nokia,Nokia,|Mobile|,Mobile,FIN,,Helsinki,Helsinki,2010-08-20T00:00:00,2010-08,2010-Q3,2010,,USD
/organization/motionbox,Motionbox,|Video Streaming|Video Editing|Video|Games|,Games,USA,NY,New York City,New York,/organization/snapfish,Snapfish,|Photography|,Photography,USA,CA,SF Bay Area,San Francisco,2010-07-12T00:00:00,2010-07,2010-Q3,2010,,USD
/organization/motive-2,Motive,|Enterprise Software|,Enterprise Software,USA,TX,Austin,Austin,/organization/alcatel-lucent,Alcatel-Lucent,|Telecommunications|Public Relations|,Telecommunications,FRA,,Paris,Paris,2008-10-07T00:00:00,2008-10,2008-Q4,2008,"61,890,000",USD
/organization/motivity-solutions,Motivity Solutions,|Financial Services|,Financial Services,USA,CO,Denver,Aurora,/organization/cassiopae-sas,Cassiopae SAS,|Real Estate|Finance|,Finance,FRA,,Paris,Paris,2013-02-14T00:00:00,2013-02,2013-Q1,2013,,USD
/organization/motor-propane-service,Motor Propane Service,|Clean Technology|,Clean Technology,USA,WI,Green Bay,Manitowoc,/organization/ferrellgas,Ferrellgas,|Clean Technology|,Clean Technology,USA,KS,Overland Park,Overland Park,2013-12-23T00:00:00,2013-12,2013-Q4,2013,,USD
/organization/movaya,Movaya,|Mobile|,Mobile,USA,WA,Seattle,Seattle,/organization/digby,Digby,|Software|Android|iPhone|App Marketing|Mobile|,Android,USA,TX,Austin,Austin,2009-11-05T00:00:00,2009-11,2009-Q4,2009,,USD
/organization/movenetworks,Move Networks,|Video Streaming|Content Delivery|Software|,Software,USA,CA,Anaheim,Irvine,/organization/echostar,EchoStar,|Hardware + Software|,Hardware + Software,USA,CO,Denver,Englewood,1987-06-16T00:00:00,1987-06,1987-Q2,1987,,JPY
/organization/moveidiot-com,MoveIdiot.com,|Consulting|Software|,Software,USA,NJ,Newark,Red Bank,/organization/advanced-technologies-group,Advanced Technologies Group,|Information Technology|Consulting|,Information Technology,USA,IL,Chicago,Lombard,2009-07-22T00:00:00,2009-07,2009-Q3,2009,,USD
/organization/movero-technology,Movero Technology,|Enterprise Software|,Enterprise Software,USA,TX,Austin,Austin,/organization/movero-inc,"Movero, Inc.",|Enterprise Software|,Enterprise Software,USA,OH,Atlanta,Columbus,2011-02-15T00:00:00,2011-02,2011-Q1,2011,,USD
/organization/moviefone,MovieFone,|Media|Ticketing|Services|Entertainment|Games|,Ticketing,USA,IL,Chicago,Chicago,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Content Creators,USA,NY,New York City,New York,1999-05-01T00:00:00,1999-05,1999-Q2,1999,"525,000,000",USD
/organization/movity-com,Movity,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/trulia,Trulia,|Marketplaces|Peer-to-Peer|Mobile|Real Estate|,Peer-to-Peer,USA,CA,SF Bay Area,San Francisco,2010-12-21T00:00:00,2010-12,2010-Q4,2010,,USD
/organization/movoxx,MoVoxx,|Advertising|,Advertising,USA,CA,Los Angeles,Santa Monica,/organization/adenyo,Adenyo,|Mobile|,Mobile,CAN,ON,Toronto,Toronto,2010-05-10T00:00:00,2010-05,2010-Q2,2010,,USD
/organization/mozy,Mozy,|Flash Storage|Web Hosting|,Flash Storage,USA,UT,Salt Lake City,Pleasant Grove,/organization/emc,EMC,|Enterprise Software|,Enterprise Software,USA,MA,Boston,Hopkinton,2007-10-01T00:00:00,2007-10,2007-Q4,2007,"76,000,000",USD
/organization/mp3-com,MP3.com,|Games|,Games,USA,CA,San Diego,San Diego,/organization/vivendiuniversal,Vivendi,|Telecommunications|Media|Games|,Games,FRA,,Franche-Comte,,2001-05-01T00:00:00,2001-05,2001-Q2,2001,"372,000,000",USD
/organization/mpayy,Mpayy,|Mobile Payments|Billing|Payments|E-Commerce|,Mobile Payments,USA,IL,Chicago,Chicago,/organization/ntt-data,NTT Data,|Software|,Software,JPN,,Tokyo,Tokyo,2011-06-15T00:00:00,2011-06,2011-Q2,2011,,USD
/organization/mps-group,MPS Group,|Consulting|,Consulting,USA,FL,Jacksonville,Jacksonville,/organization/adecco,Adecco,,,CHE,,Glattbrugg,Glattbrugg,2009-10-19T00:00:00,2009-10,2009-Q4,2009,,USD
/organization/mqsoftware,MQSoftware,|Software|,Software,USA,MN,Twin Cities,Minneapolis,/organization/bmc-software,BMC Software,|Software|,Software,USA,TX,Houston,Houston,2009-08-10T00:00:00,2009-08,2009-Q3,2009,,USD
/organization/mr-youth,Mr. Youth,|Digital Media|Public Relations|Sales and Marketing|Social Media|Advertising|,Advertising,USA,NY,New York City,New York,/organization/lbi-international,LBI International,|Curated Web|,Curated Web,SWE,,Stockholm,Stockholm,2011-11-14T00:00:00,2011-11,2011-Q4,2011,"50,000,000",USD
/organization/mro-software,MRO Software,|Software|,Software,USA,MA,Boston,Bedford,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2006-10-05T00:00:00,2006-10,2006-Q4,2006,,USD
/organization/msdsonline-com,MSDSonline.com,|Service Providers|Task Management|,Task Management,USA,IL,Chicago,Chicago,/organization/icg-group,ICG Group,|Professional Services|,Professional Services,USA,PA,Philadelphia,Radnor,2012-04-02T00:00:00,2012-04,2012-Q2,2012,,USD
/organization/msn-communications,MSN Communications,|Hardware + Software|,Hardware + Software,USA,CO,Denver,Englewood,/organization/telephone-and-data-systems,Telephone and Data Systems,|Public Relations|,Public Relations,USA,IL,Chicago,Chicago,2013-10-08T00:00:00,2013-10,2013-Q4,2013,"40,000,000",USD
/organization/msnap,mSnap,|Advertising|,Advertising,USA,CO,Denver,Denver,/organization/marketron,Marketron,|Enterprise Software|,Enterprise Software,USA,ID,Hailey,Hailey,2010-09-29T00:00:00,2010-09,2010-Q3,2010,,USD
/organization/mspoke,mSpoke,|Curated Web|,Curated Web,USA,PA,Pittsburgh,Pittsburgh,/organization/linkedin,LinkedIn,|Social Recruiting|Software|Networking|Social Media|,Software,USA,CA,SF Bay Area,Mountain View,2010-08-04T00:00:00,2010-08,2010-Q3,2010,,USD
/organization/mspot,mSpot,|Music|,Music,USA,CA,SF Bay Area,Palo Alto,/organization/samsung-electronics,Samsung Electronics,|Electronics|Hardware + Software|,Hardware + Software,KOR,,Cheju-do,Suwon,2012-05-09T00:00:00,2012-05,2012-Q2,2012,,USD
/organization/mtc-software,MTC Software,|Software|,Software,USA,NY,Lockport,Lockport,/organization/hypertherm,Hypertherm,|None|,None,USA,NH,Baltimore,Hanover,2009-01-07T00:00:00,2009-01,2009-Q1,2009,,USD
/organization/mtcsc,MTCSC,|Software|,Software,USA,VA,Washington D.C.,Stafford,/organization/mantech,ManTech,|Services|Security|,Services,USA,DC,Washington D.C.,Washington,2010-11-22T00:00:00,2010-11,2010-Q4,2010,"75,000,000",USD
/organization/mtm-laboratories,MTM Laboratories,|Biotechnology|,Biotechnology,USA,AZ,Tucson,Tucson,/organization/roche-holding,Roche Holding,|Biotechnology|,Biotechnology,CHE,,Basel,Basel,2011-07-19T00:00:00,2011-07,2011-Q3,2011,"130,000,000",EUR
/organization/mts-nano-instruments,MTS Nano Instruments,|Hardware + Software|,Hardware + Software,USA,TN,Knoxville,Oak Ridge,/organization/agilent,Agilent Technologies,|Hardware|Computers|Biotechnology|,Biotechnology,USA,DE,"Wilmington, DE",Wilmington,2008-12-05T00:00:00,2008-12,2008-Q4,2008,"11,900,000",USD
