company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
/organization/amber-networks,Amber Networks,|Public Relations|,Public Relations,USA,CA,SF Bay Area,Fremont,/organization/nokia,Nokia,|Mobile|,Mobile,FIN,,Helsinki,Helsinki,2001-07-25T00:00:00,2001-07,2001-Q3,2001,,USD
/organization/amberpoint,AmberPoint,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Oakland,/organization/oracle,Oracle Corporation,|Software|Hardware|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,2010-01-01T00:00:00,2010-01,2010-Q1,2010,,USD
/organization/amcol-international,AMCOL International,|Manufacturing|,Manufacturing,USA,IL,Chicago,Hoffman Estates,/organization/minerals-technologies,Minerals Technologies,|Manufacturing|,Manufacturing,USA,NY,New York City,New York,2014-03-10T00:00:00,2014-03,2014-Q1,2014,"1,700,000,000",USD
/organization/amcom-software,Amcom Software,|Software|,Software,USA,MN,Minneapolis,Eden Prairie,/organization/usa-mobility,USA Mobility,|Mobile|,Mobile,USA,VA,Alexandria,Alexandria,2011-03-03T00:00:00,2011-03,2011-Q1,2011,"163,300,000",USD
/organization/amd-handheld-graphics,AMD Handheld Graphics,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,/organization/qualcomm,Qualcomm,|Semiconductors|,Semiconductors,USA,CA,San Diego,San Diego,2009-01-20T00:00:00,2009-01,2009-Q1,2009,"65,000,000",USD
/organization/american-achievement-group,American Achievement Group,|Manufacturing|,Manufacturing,USA,TX,Austin,Austin,/organization/jostens,Jostens,|Local Businesses|,Local Businesses,USA,MN,Twin Cities,Minneapolis,2013-11-20T00:00:00,2013-11,2013-Q4,2013,"486,000,000",USD
/organization/american-consolidated-media,American Consolidated Media,|Media|News|,Media,USA,TX,Dallas,Irving,/organization/new-media-investment-group,New Media Investment Group,,,USA,NY,New York City,New York,2014-07-01T00:00:00,2014-07,2014-Q3,2014,,USD
/organization/american-gas-group,American Gas Group,|Gas|,Gas,USA,OH,Toledo,Toledo,/organization/praxair,Praxair,|Gas|Chemicals|,Chemicals,USA,CT,Hartford,Danbury,2011-11-01T00:00:00,2011-11,2011-Q4,2011,,USD
/organization/american-healthtech,American HealthTech,|Biotechnology|,Biotechnology,USA,MS,Jackson,Ridgeland,/organization/healthland,Healthland,,,USA,MN,Twin Cities,Minneapolis,2013-05-21T00:00:00,2013-05,2013-Q2,2013,,USD
/organization/american-land-lease,American Land Lease,|None|,None,USA,FL,Tampa,Clearwater,/organization/green-courte-partners,Green Courte Partners,,,USA,IL,Orange County,Lake Forest,2008-12-10T00:00:00,2008-12,2008-Q4,2008,"438,000,000",USD
/organization/american-medical-alert,American Medical Alert,|None|,None,USA,NY,New York City,Long Island City,/organization/tunstall-healthcare-group,Tunstall Healthcare Group,|Biotechnology|,Biotechnology,GBR,,North Yorkshire,,2011-09-23T00:00:00,2011-09,2011-Q3,2011,,USD
/organization/american-oil-gas,American Oil & Gas,|Manufacturing|,Manufacturing,USA,CO,Denver,Denver,/organization/hess-corporation,Hess Corporation,|Games|,Games,USA,NY,New York City,New York,2010-07-27T00:00:00,2010-07,2010-Q3,2010,,USD
/organization/american-processing-company,American Processing Company,|Consulting|,Consulting,USA,CA,SF Bay Area,San Jose,/organization/dolan-apc,Dolan Apc,,,USA,MN,Twin Cities,Minneapolis,2009-12-31T00:00:00,2009-12,2009-Q4,2009,,USD
/organization/amicima,Amicima,|Software|,Software,USA,CA,SF Bay Area,Santa Cruz,/organization/adobe-systems,Adobe Systems,|Image Recognition|Design|Photo Editing|Creative|Software|,Photo Editing,USA,CA,SF Bay Area,San Jose,2006-01-01T00:00:00,2006-01,2006-Q1,2006,,USD
/organization/amiestreet,Amie Street,|Marketplaces|Music|Curated Web|,Curated Web,USA,NY,New York City,Long Island City,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,2010-09-22T00:00:00,2010-09,2010-Q3,2010,,USD
/organization/amira-pharmaceuticals,Amira Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/bristol-myers-squibb,Bristol-Myers Squibb,|Health and Wellness|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,NY,New York City,New York,2011-07-21T00:00:00,2011-07,2011-Q3,2011,"325,000,000",USD
/organization/amnestix,Amnestix,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Burlingame,/organization/sygnis-pharma,Sygnis Pharma,|Biotechnology|,Biotechnology,DEU,,Frankfurt,Heidelberg,2008-06-08T00:00:00,2008-06,2008-Q2,2008,"6,300,000",USD
/organization/amobee,Amobee,|Advertising|,Advertising,USA,CA,SF Bay Area,Redwood City,/organization/singtel,SingTel,|Public Relations|,Public Relations,SGP,,Central Region,Singapore,2012-03-05T00:00:00,2012-03,2012-Q1,2012,"321,000,000",USD
/organization/amorcyte,Amorcyte,|Biotechnology|,Biotechnology,USA,NJ,Newark,Allendale,/organization/neostem,NeoStem,|Biotechnology|,Biotechnology,USA,NY,New York City,New York,2011-07-14T00:00:00,2011-07,2011-Q3,2011,,USD
/organization/amphire-solutions,Amphire Solutions,|Software|,Software,USA,CA,SF Bay Area,Pleasanton,/organization/itradenetwork,iTradeNetwork,,,USA,CA,SF Bay Area,Pleasanton,2008-10-01T00:00:00,2008-10,2008-Q4,2008,,USD
/organization/amphora-discovery,Amphora Discovery,|Biotechnology|,Biotechnology,USA,NC,Raleigh-Durham,Durham,/organization/nanosyn,Nanosyn,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Menlo Park,2008-07-31T00:00:00,2008-07,2008-Q3,2008,,USD
/organization/amplify-interactive,Amplify Interactive,|Analytics|Google Apps|Social Media Management|SEO|Semantic Search|Search Marketing|Advertising|,Analytics,USA,OR,"Portland, ME",Portland,/organization/add3,Add3,|Advertising|Software|,Software,USA,WA,Seattle,Seattle,2013-10-09T00:00:00,2013-10,2013-Q4,2013,,USD
/organization/amplimmune,Amplimmune,|Health and Wellness|Medical|Pharmaceuticals|Biotechnology|,Medical,USA,MD,Washington D.C.,Rockville,/organization/astrazeneca,AstraZeneca,|Health and Wellness|Medical|Pharmaceuticals|Biotechnology|,Health and Wellness,GBR,,London,London,2013-08-26T00:00:00,2013-08,2013-Q3,2013,"500,000,000",USD
/organization/amr-research,AMR Research,|None|,None,USA,MA,Boston,Boston,/organization/gartner,Gartner,|Consulting|,Consulting,,,,,2009-12-01T00:00:00,2009-12,2009-Q4,2009,"64,000,000",USD
/organization/amsplus,AMSplus,|Biotechnology|,Biotechnology,USA,MA,Boston,Braintree,/organization/advantedge-healthcare-solutions,Advantedge Healthcare Solutions,|Software|,Software,USA,NJ,Detroit,Warren,2011-01-07T00:00:00,2011-01,2011-Q1,2011,,USD
/organization/amx,AMX,|Television|Digital Signage|Software|,Television,USA,TX,Dallas,Richardson,/organization/harman-international-industries,Harman International Industries,|None|,None,USA,CT,Hartford,Stamford,2014-05-21T00:00:00,2014-05,2014-Q2,2014,"365,000,000",USD
/organization/anacomp,Anacomp,|Consulting|,Consulting,USA,CA,San Diego,San Diego,/organization/decisionone,DecisionOne,|Software|,Software,USA,PA,Devon,Devon,2009-12-22T00:00:00,2009-12,2009-Q4,2009,,USD
/organization/anchor-bay-technologies,Anchor Bay Technologies,|Video|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Campbell,/organization/silicon-image,Silicon Image,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,2011-02-10T00:00:00,2011-02,2011-Q1,2011,,USD
/organization/anchorage-daily-news,Anchorage Daily News,|News|,News,USA,AK,Levelock,Levelock,/organization/alaska-dispatch,Alaska Dispatch,|News|,News,USA,AK,Anchorage,Anchorage,2014-04-08T00:00:00,2014-04,2014-Q2,2014,"34,000,000",USD
/organization/anchorpoint,AnchorPoint,|Software|,Software,USA,MA,Boston,Framingham,/organization/mts,MTS,|Software|,Software,ISR,,Tel Aviv,Ra'anana,2008-12-23T00:00:00,2008-12,2008-Q4,2008,,USD
/organization/andera,Andera,|Finance|,Finance,USA,RI,Providence,Providence,/organization/bottomline-technologies,Bottomline Technologies,|Software|None|,Software,USA,NH,Portsmouth,Portsmouth,2014-05-08T00:00:00,2014-05,2014-Q2,2014,"44,500,000",USD
/organization/andersonbrecon,AndersonBrecon,|Biotechnology|,Biotechnology,USA,IL,Rockford,Rockford,/organization/packaging-coordinators-inc,Packaging Coordinators,|Biotechnology|,Biotechnology,,,,,2013-05-13T00:00:00,2013-05,2013-Q2,2013,"308,000,000",USD
/organization/ando-media,Ando Media,|Video Streaming|Advertising|,Video Streaming,USA,MA,Boston,Quincy,/organization/triton-digital-media,Triton Digital,|Software|,Software,USA,CA,Orange County,Sherman Oaks,2009-09-15T00:00:00,2009-09,2009-Q3,2009,,USD
/organization/android,Android,|Linux|Search|Mobile|,Linux,USA,CA,SF Bay Area,Palo Alto,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2012-06-27T00:00:00,2012-06,2012-Q2,2012,"50,000,000",USD
/organization/angel-com,Angel.com,|Cloud Computing|SaaS|Virtual Workforces|Mobile|Customer Service|Contact Centers|Chat|Software|,Mobile,USA,VA,Washington D.C.,Vienna,/organization/genesys,Genesys,|Customer Service|Contact Centers|Software|,Customer Service,USA,CA,SF Bay Area,Daly City,2013-02-26T00:00:00,2013-02,2013-Q1,2013,"110,000,000",USD
/organization/angioblast-systems,Angioblast Systems,|Biotechnology|,Biotechnology,USA,NY,New York City,New York,/organization/mesoblast,Mesoblast,|Biotechnology|,Biotechnology,AUS,,Melbourne,Melbourne,2010-05-12T00:00:00,2010-05,2010-Q2,2010,,USD
/organization/angioscore,AngioScore,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Fremont,/organization/spectranetics,Spectranetics,|Medical Devices|,Medical Devices,USA,CO,Denver,Colorado Springs,2014-05-27T00:00:00,2014-05,2014-Q2,2014,"230,000,000",USD
/organization/angstro,Angstro,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2010-08-27T00:00:00,2010-08,2010-Q3,2010,,USD
/organization/nokeena,Ankeena Networks,|Media|Software|,Software,USA,CA,SF Bay Area,Santa Clara,/organization/juniper-networks,Juniper Networks,|Communications Hardware|Technology|Security|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,2010-04-08T00:00:00,2010-04,2010-Q2,2010,,USD
/organization/ankur2angels,Ankur2Angels,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Jose,/organization/keiretsu-forum,Keiretsu Forum,|Finance|Venture Capital|,Finance,USA,CA,SF Bay Area,San Francisco,2014-06-25T00:00:00,2014-06,2014-Q2,2014,,USD
/organization/anodyne-health,Anodyne Health,|Enterprise Software|,Enterprise Software,USA,GA,Atlanta,Alpharetta,/organization/athenahealth,athenahealth,|Business Services|Enterprise Software|,Business Services,USA,MA,Boston,Watertown,2009-10-05T00:00:00,2009-10,2009-Q4,2009,"30,000,000",USD
/organization/anonymizer,Anonymizer,|Security|Trusted Networks|Search|,Security,USA,CA,San Diego,San Diego,/organization/abraxas,Abraxas,|Enterprise Software|,Enterprise Software,USA,VA,Washington D.C.,Mclean,2008-05-01T00:00:00,2008-05,2008-Q2,2008,,USD
/organization/anonymizer,Anonymizer,|Security|Trusted Networks|Search|,Security,USA,CA,San Diego,San Diego,/organization/ntrepid-corporation,Ntrepid Corporation,,,,,,,2010-11-01T00:00:00,2010-11,2010-Q4,2010,,USD
/organization/answerology,Answerology,|Social Media|,Social Media,USA,NY,New York City,New York,/organization/hearst-corporation,Hearst Corporation,|Curated Web|,Curated Web,USA,CA,Lucerne Valley,Lucerne Valley,2008-03-25T00:00:00,2008-03,2008-Q1,2008,,USD
/organization/answers-corporation,Answers Corporation,|Information Technology|Curated Web|,Information Technology,USA,MO,St. Louis,Saint Louis,/organization/afcv-holdings,AFCV Holdings,|Hardware + Software|,Hardware + Software,,,,,2011-02-04T00:00:00,2011-02,2011-Q1,2011,,USD
/organization/answers-corporation,Answers Corporation,|Information Technology|Curated Web|,Information Technology,USA,MO,St. Louis,Saint Louis,/organization/apax-partners,Apax Partners,|Venture Capital|,Venture Capital,USA,NY,New York City,New York,2014-08-11T00:00:00,2014-08,2014-Q3,2014,,USD
/organization/ants-eye-view,Ant's Eye View,|Sales and Marketing|Services|Social Media|Consulting|,Services,USA,WA,Seattle,Seattle,/organization/pwc,PwC,|Finance|,Finance,USA,NY,New York City,New York,2012-08-14T00:00:00,2012-08,2012-Q3,2012,,USD
/organization/anvita-health,Anvita Health,|Analytics|Health and Wellness|,Health and Wellness,USA,CA,San Diego,San Diego,/organization/humana,Humana,|Business Services|Insurance|Health and Wellness|,Business Services,USA,KY,Denver,Louisville,2011-01-01T00:00:00,2011-01,2011-Q1,2011,,USD
/organization/anydoc-software,AnyDoc Software,|Software|,Software,USA,FL,Tampa,Tampa,/organization/hyland-software,Hyland Software,|Enterprises|Document Management|Content|Enterprise Software|,Content,USA,OH,Cleveland,Westlake,2013-02-28T00:00:00,2013-02,2013-Q1,2013,,USD
/organization/anysource-media,AnySource Media,|Video Streaming|Internet|Television|Hardware + Software|,Internet,USA,PA,Philadelphia,Malvern,/organization/divx,DivX,|Video|Software|,Software,USA,CA,San Diego,San Diego,2009-09-01T00:00:00,2009-09,2009-Q3,2009,"15,000,000",USD
/organization/anystream,Anystream,|Software|,Software,USA,VA,Washington D.C.,Dulles,/organization/telestream,Telestream,|Video Streaming|Television|Video|Software|,Video Streaming,USA,CA,Sacramento Valley,Nevada City,2010-08-13T00:00:00,2010-08,2010-Q3,2010,,USD
/organization/aonex-technologies,Aonex Technologies,|Hardware + Software|,Hardware + Software,USA,CA,Los Angeles,Pasadena,/organization/amberwave-systems,AmberWave,|Semiconductors|,Semiconductors,USA,NH,Boston,Salem,2008-11-11T00:00:00,2008-11,2008-Q4,2008,"8,320,000",USD
/organization/aortx,AorTx,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Redwood City,/organization/hansen-medical,Hansen Medical,|Health Care|,Health Care,USA,CA,SF Bay Area,Mountain View,2007-11-19T00:00:00,2007-11,2007-Q4,2007,"9,300,000",USD
/organization/apartmentratings,ApartmentRatings,|Online Rental|Real Estate|E-Commerce|,Online Rental,USA,TX,Austin,Austin,/organization/internet-brands,Internet Brands,|Internet|Curated Web|,Internet,USA,CA,Los Angeles,El Segundo,2007-06-01T00:00:00,2007-06,2007-Q2,2007,,USD
/organization/aperek,Aperek,|Software|Health Care|Supply Chain Management|,Supply Chain Management,USA,NC,Raleigh,Raleigh,/organization/premier,Premier,|Healthcare Services|,Healthcare Services,USA,NC,Charlotte,Charlotte,2014-08-27T00:00:00,2014-08,2014-Q3,2014,"48,500,000",USD
/organization/aperio-technologies,Aperio Technologies,|Hardware + Software|,Hardware + Software,USA,CA,San Diego,Vista,/organization/leica-microsystems,Leica Microsystems,|Biotechnology|,Biotechnology,DEU,,Wetzlar,Wetzlar,2012-08-21T00:00:00,2012-08,2012-Q3,2012,,USD
/organization/aperto-networks,Aperto Networks,|Wireless|Mobile|,Mobile,USA,CA,SF Bay Area,Milpitas,/organization/tranzeo-wireless-technologies,Tranzeo Wireless Technologies,|Mobile|,Mobile,CAN,BC,British Columbia,Pitt Meadows,2010-03-31T00:00:00,2010-03,2010-Q1,2010,,USD
/organization/api-cryptek,API Cryptek,|Software|,Software,USA,VA,Sterling,Sterling,/organization/api-nanotronics,API Nanotronics,|Semiconductors|,Semiconductors,USA,NY,Long Island,Ronkonkoma,2009-07-13T00:00:00,2009-07,2009-Q3,2009,,USD
/organization/api-healthcare,API Healthcare,|Biotechnology|,Biotechnology,USA,WI,Milwaukee,Hartford,/organization/general-electric,General Electric,|None|,None,USA,CT,Napa Valley,Fairfield,2014-01-21T00:00:00,2014-01,2014-Q1,2014,,USD
/organization/api-healthcare,API Healthcare,|Biotechnology|,Biotechnology,USA,WI,Milwaukee,Hartford,/organization/kronos-incorporated,Kronos Incorporated,|Software|,Software,USA,MA,Boston,Chelmsford,2011-02-07T00:00:00,2011-02,2011-Q1,2011,,USD
/organization/apiphany,Apiphany,|SaaS|Cloud Computing|Consumer Electronics|Developer APIs|Internet|Software|,Software,USA,DC,Washington D.C.,Washington,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,2013-10-04T00:00:00,2013-10,2013-Q4,2013,,USD
/organization/aplus-net,Aplus.Net,|Web Hosting|,Web Hosting,USA,KS,Overland Park,Overland Park,/organization/deluxe,Deluxe Corp,|E-Commerce|,E-Commerce,,,,,2009-07-09T00:00:00,2009-07,2009-Q3,2009,,USD
/organization/apollo-gate-operators,Apollo Gate Operators,|Hardware + Software|,Hardware + Software,USA,TX,San Antonio,San Antonio,/organization/nice-usa,Nice USA,|None|,None,USA,FL,Jacksonville,Jacksonville,2008-12-12T00:00:00,2008-12,2008-Q4,2008,"13,000,000",USD
/organization/apollo-matrix-inc,"Apollo Matrix, Inc.",|Internet|Android|iOS|iPhone|Social Media|Big Data|Mobile|Software|,Internet,USA,DC,Washington D.C.,Washington,/organization/apollo-matrix-inc,"Apollo Matrix, Inc.",|Internet|Android|iOS|iPhone|Social Media|Big Data|Mobile|Software|,Internet,USA,DC,Washington D.C.,Washington,2012-04-01T00:00:00,2012-04,2012-Q2,2012,,USD
/organization/appassure-software,AppAssure Software,|Homeland Security|Flash Storage|Software|,Homeland Security,USA,VA,Washington D.C.,Reston,/organization/dell,Dell,|Hardware + Software|,Hardware + Software,USA,TX,Austin,Round Rock,2012-02-24T00:00:00,2012-02,2012-Q1,2012,,USD
/organization/appature-inc,Appature,|Enterprise Software|,Enterprise Software,USA,WA,Seattle,Seattle,/organization/ims-health,IMS Health,|Technology|Curated Web|,Technology,USA,CT,Hartford,Danbury,2013-03-12T00:00:00,2013-03,2013-Q1,2013,,USD
/organization/appcentral-inc,"AppCentral, Inc.",|Android|iOS|iPad|iPhone|App Stores|Mobile|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,/organization/good-technology,Good Technology,|Data Security|Mobile Security|Mobile Enterprise|Mobility|Information Security|Analytics|Software|,Data Security,USA,CA,SF Bay Area,Sunnyvale,2012-10-02T00:00:00,2012-10,2012-Q4,2012,,USD
/organization/appetas,Appetas,|Restaurants|Sales and Marketing|SaaS|Network Security|Local Businesses|,Restaurants,USA,WA,Seattle,Seattle,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2014-05-07T00:00:00,2014-05,2014-Q2,2014,,USD
/organization/php-fog,AppFog,|Web Hosting|Apps|Cloud Computing|Enterprise Software|,Enterprise Software,USA,OR,"Portland, ME",Portland,/organization/centurylink,CenturyLink,|Public Relations|,Public Relations,USA,LA,Hartford,Monroe,2013-06-13T00:00:00,2013-06,2013-Q2,2013,,USD
/organization/appiq,AppIQ,|Software|,Software,USA,MA,Boston,Burlington,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,2005-09-19T00:00:00,2005-09,2005-Q3,2005,,USD
/organization/appjet,AppJet,|Venture Capital|Software|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2009-12-04T00:00:00,2009-12,2009-Q4,2009,,USD
/organization/application-security,Application Security,|Software|,Software,USA,NY,New York City,New York,/organization/trustwave,Trustwave Holdings,|Risk Management|Information Security|Software|,Risk Management,AUS,,Sydney,North Sydney,2013-11-12T00:00:00,2013-11,2013-Q4,2013,,USD
/organization/applied-cell-sciences,Applied Cell Sciences,|Biotechnology|,Biotechnology,USA,MD,Washington D.C.,Rockville,/organization/chantest,Chantest,|Biotechnology|,Biotechnology,USA,OH,Cleveland,Cleveland,2009-02-27T00:00:00,2009-02,2009-Q1,2009,,USD
/organization/applied-genomics,Applied Genomics,|Biotechnology|,Biotechnology,USA,AL,Huntsville,Huntsville,/organization/clarient,Clarient,|Biotechnology|,Biotechnology,USA,CA,Anaheim,Aliso Viejo,2009-12-21T00:00:00,2009-12,2009-Q4,2009,"17,600,000",USD
/organization/applied-graphics,Applied Graphics,|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,San Rafael,/organization/innerworkings,InnerWorkings,|Outsourcing|Software|,Outsourcing,USA,CA,SF Bay Area,San Francisco,2006-10-11T00:00:00,2006-10,2006-Q4,2006,,USD
/organization/applied-intelligence-solutions,Applied Intelligence Solutions,|Software|,Software,USA,CO,Orange County,Westminster,/organization/demandtec,DemandTec,|Software|,Software,USA,CA,SF Bay Area,San Carlos,2011-01-03T00:00:00,2011-01,2011-Q1,2011,,USD
/organization/applied-optical-systems,Applied Optical Systems,|None|,None,USA,TX,Dallas,Plano,/organization/optical-cable,Optical Cable,|Public Relations|,Public Relations,USA,VA,Roanoke,Roanoke,2009-11-01T00:00:00,2009-11,2009-Q4,2009,,USD
/organization/applied-signal-technology,Applied Signal Technology,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/organization/raytheon,Raytheon,|Defense|Security|,Defense,USA,MA,Bangor,Waltham,2010-12-20T00:00:00,2010-12,2010-Q4,2010,"490,000,000",USD
/organization/applied-systems,Applied Systems,|Software|,Software,USA,IL,Illinois,University Park,/organization/hellman-friedman,Hellman & Friedman,|Finance|,Finance,USA,CA,SF Bay Area,San Francisco,2013-11-26T00:00:00,2013-11,2013-Q4,2013,"1,800,000,000",USD
/organization/applimation,Applimation,|Enterprise Software|,Enterprise Software,USA,IL,Chicago,Chicago,/organization/informatica,Informatica,|Big Data Analytics|Mobile Devices|Cloud Computing|Data Integration|Software|,Mobile Devices,USA,CA,SF Bay Area,Redwood City,2009-02-13T00:00:00,2009-02,2009-Q1,2009,"40,000,000",USD
/organization/appnet,AppNet,|Internet|,Internet,USA,MD,Washington D.C.,Bethesda,/organization/commerce-one,Commerce One,|E-Commerce|,E-Commerce,USA,CA,SF Bay Area,Pleasanton,2000-01-01T00:00:00,2000-01,2000-Q1,2000,,USD
/organization/appninjas,AppNinjas,|iPhone|Mobile|,iPhone,USA,CA,SF Bay Area,San Francisco,/organization/innerfence,Inner Fence,|Software|,Software,USA,WA,Seattle,Redmond,2010-05-18T00:00:00,2010-05,2010-Q2,2010,,USD
/organization/appointmentcity,AppointmentCity,|Curated Web|,Curated Web,USA,GA,Atlanta,Atlanta,/organization/healthagen,Healthagen,|Insurance|Heathcare|Health and Wellness|,Heathcare,USA,NY,New York City,New York,2011-02-08T00:00:00,2011-02,2011-Q1,2011,,USD
/organization/approva,Approva,|Enterprise Software|,Enterprise Software,USA,VA,Washington D.C.,Reston,/organization/lawson-software,Lawson Software,|Software|,Software,USA,MN,Twin Cities,Saint Paul,2011-09-01T00:00:00,2011-09,2011-Q3,2011,,USD
/organization/appslingr,AppSlingr,|Mobile Security|SaaS|Analytics|,Analytics,USA,CA,SF Bay Area,San Francisco,/organization/otoy,OTOY,|Software|,Software,USA,CA,Orange County,Sherman Oaks,2014-02-20T00:00:00,2014-02,2014-Q1,2014,,USD
/organization/appstores-com,Appstores.com,|Publishing|Developer APIs|Apps|Mobile|App Stores|Software|,Mobile,USA,CA,SF Bay Area,San Francisco,/organization/inmobi,InMobi,|Advertising|Mobile|,Mobile,USA,CA,SF Bay Area,San Francisco,2012-07-09T00:00:00,2012-07,2012-Q3,2012,,USD
/organization/appstream,AppStream,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,2008-04-09T00:00:00,2008-04,2008-Q2,2008,"53,000,000",USD
/organization/apptera,Apptera,|Advertising|,Advertising,USA,CA,SF Bay Area,Palo Alto,/organization/soleo-communications,Soleo Communications,|Local Advertising|,Local Advertising,USA,NY,"Rochester, New York",Fairport,2013-12-13T00:00:00,2013-12,2013-Q4,2013,,USD
/organization/apptrigger,AppTrigger,|Public Relations|,Public Relations,USA,TX,Dallas,Richardson,/organization/metaswitch,Metaswitch Networks,,,,,,,2010-03-09T00:00:00,2010-03,2010-Q1,2010,,USD
/organization/appurify,Appurify,|iOS|Android|Testing|Apps|Mobile|,Testing,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2014-06-25T00:00:00,2014-06,2014-Q2,2014,,USD
/organization/appvee,AppVee,|Reviews and Recommendations|Apps|iPhone|Mobile|,iPhone,USA,CA,SF Bay Area,San Francisco,/organization/appolicious,Appolicious,|Apps|Mobile|,Apps,USA,IL,Chicago,Chicago,2010-02-02T00:00:00,2010-02,2010-Q1,2010,,USD
/organization/appvizzle,AppVizzle,|Games|,Games,USA,AZ,Phoenix,Peoria,/organization/henry-inc,Henry INC.,|Curated Web|,Curated Web,USA,AZ,Winkelman,Winkelman,2010-09-08T00:00:00,2010-09,2010-Q3,2010,"1,000",USD
/organization/aprimo,Aprimo,|Enterprise Software|,Enterprise Software,USA,IN,Indianapolis,Indianapolis,/organization/teradata,Teradata,|Big Data|Consulting|,Big Data,USA,OH,Dayton,Miamisburg,2010-12-22T00:00:00,2010-12,2010-Q4,2010,"525,000,000",USD
/organization/apriso,Apriso,|Software|,Software,USA,CA,"Orange County, California",Long Beach,/organization/dassault,Dassault Systemes,|Software|,Software,FRA,,Franche-Comte,,2013-05-29T00:00:00,2013-05,2013-Q2,2013,"205,000,000",USD
/organization/aptalis,Aptalis Pharma,|Biotechnology|,Biotechnology,USA,NJ,Newark,Bridgewater,/organization/forest-laboratories,Forest Laboratories,|Biotechnology|,Biotechnology,USA,NY,New York City,New York,2014-01-08T00:00:00,2014-01,2014-Q1,2014,"2,900,000,000",USD
/organization/aptana,Aptana,|Web Development|Enterprises|Cloud Computing|Software|,Software,USA,CA,SF Bay Area,San Mateo,/organization/appcelerator,Appcelerator,|Mobility|Open Source|Mobile|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Mountain View,2011-01-18T00:00:00,2011-01,2011-Q1,2011,,USD
/organization/aptela,Aptela,|Messaging|,Messaging,USA,VA,Washington D.C.,Herndon,/organization/vocalocity,Vocalocity,|Communications Hardware|VoIP|Enterprise Software|,Communications Hardware,USA,GA,Atlanta,Atlanta,2011-08-24T00:00:00,2011-08,2011-Q3,2011,,USD
/organization/apthera,Apthera,|Biotechnology|,Biotechnology,USA,AZ,Phoenix,Scottsdale,/organization/rxi-pharmaceuticals,RXi Pharmaceuticals,|Biotechnology|,Biotechnology,USA,MA,Worcester,Worcester,2011-03-31T00:00:00,2011-03,2011-Q1,2011,"7,000,000",USD
/organization/apthost-communications,AptHost Communications,|Web Hosting|,Web Hosting,USA,WA,Seattle,Seattle,/organization/rancho-santa-monica-developments,Rancho Santa Monica Developments,,,TUR,,Canakkale,Ì_ÌÊan,2008-12-02T00:00:00,2008-12,2008-Q4,2008,,USD
/organization/aptito,Aptito,|Software|,Software,USA,FL,Miami,Miami,/organization/net-element,Net Element,|Mobile Payments|Payments|Technology|Mobile Commerce|E-Commerce|,Mobile Payments,USA,FL,Miami,Miami,2013-05-22T00:00:00,2013-05,2013-Q2,2013,,USD
